,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model,Kilometers_Driven_log,Price_log,New Mileage,newprice,num_engine,power
247,BMW X1 sDrive20d,Ahmedabad,2014,82002.0,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,18.5,10,BMW,X1sDrive20d,11.314498916192855,2.917770732084279,17.05,57.985,1995.0,184.0
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.75,7,Hyundai,Grandi10,10.404262840448617,1.55814461804655,24.0,9.74,1120.0,70.0
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.45,8,Maruti,Ciaz1.3,10.4341158035983,2.134166441369082,28.09,7.87,1248.0,88.5
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000.0,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,,3.5,12,Skoda,RapidLeisure,10.915088464214607,1.252762968495368,20.5,31.365000000000002,1598.0,103.6
251,Hyundai Accent CRDi,Kochi,2006,160538.0,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1.8,18,Hyundai,AccentCRDi,11.986285953653564,0.5877866649021191,13.1,9.74,1493.0,82.0
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000.0,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,,3.7,10,Volkswagen,PoloGT,11.002099841204238,1.308332819650179,19.91,11.105,1498.0,103.6
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575.0,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.17,7,Honda,Jazz1.2,10.811241953387997,1.969905654611529,18.7,11.15,1199.0,88.7
254,Hyundai i10 Era,Jaipur,2010,83000.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.75,14,Hyundai,i10Era,11.326595886778735,0.5596157879354227,19.81,9.74,1086.0,68.05
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346.0,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,,21.99,6,Hyundai,Tucson2.0,10.846342315535834,3.09058780456667,16.38,9.74,1995.0,183.0
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.52 Lakh,18.65,7,Toyota,InnovaCrysta,10.668955394675699,2.9258461460898246,13.68,25.52,2393.0,147.8
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000.0,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85,13,Maruti,OmniMPI,10.46310334047155,0.6151856390902335,19.7,7.87,796.0,35.0
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872.0,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.95,7,Maruti,SwiftVXI,10.23537787965223,1.7833912195575383,20.4,7.87,1197.0,81.8
259,Hyundai Grand i10 Magna,Mumbai,2014,16514.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75,10,Hyundai,Grandi10,9.711963784977375,1.3217558399823195,18.9,9.74,1197.0,82.0
260,Maruti Swift VDI,Pune,2012,120000.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.75,12,Maruti,SwiftVDI,11.695247021764184,1.3217558399823195,22.9,7.87,1248.0,74.0
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275.0,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.07 Lakh,2.6,16,Hyundai,VernaCRDi,11.872521139419938,0.9555114450274363,22.0,14.07,1582.0,126.2
262,Hyundai Santro Xing XL,Hyderabad,2006,99000.0,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.75,18,Hyundai,SantroXing,11.502875129116727,0.5596157879354227,0.0,9.74,1086.0,82.0
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000.0,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.8,14,Hyundai,i201.2,10.858998997563564,1.0296194171811581,17.0,9.74,1197.0,80.0
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819.0,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,61.29,7,Mercedes-Benz,GLE350d,10.302901053215857,4.11561669749764,11.57,95.13,2987.0,254.79
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000.0,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,,18.0,10,Mercedes-Benz,NewC-Class,10.950806546816688,2.8903717578961645,15.8,70.85,2148.0,170.0
266,Maruti Ritz ZDi,Hyderabad,2014,88500.0,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.35,10,Maruti,RitzZDi,11.390757830996021,1.4701758451005926,23.2,7.87,1248.0,73.94
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75,8,Hyundai,Creta1.6,10.239959789157341,2.6210388241125804,19.67,9.74,1582.0,126.2
268,Maruti A-Star Vxi,Pune,2010,67000.0,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.0,14,Maruti,A-StarVxi,11.112447898373103,0.6931471805599453,19.0,7.87,998.0,66.1
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000.0,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,10.0,8,Renault,Duster110PS,10.165851817003619,2.302585092994046,19.64,4.93,1461.0,108.45
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000.0,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,,1.65,14,Fiat,GrandePunto,11.695247021764184,0.5007752879124892,17.8,8.955,1248.0,76.0
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982.0,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.77,7,BMW,X3xDrive30d,10.858652783792339,3.8236288546655506,16.55,57.985,2993.0,258.0
272,Hyundai i10 Sportz,Bangalore,2010,36000.0,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25,14,Hyundai,i10Sportz,10.491274217438248,1.1786549963416462,20.36,9.74,1197.0,78.9
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,8,Toyota,Innova2.5,10.757902880692196,2.5494451709255714,12.8,23.25,2494.0,102.0
274,Maruti Zen VXI BSII,Mumbai,2002,60000.0,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55,22,Maruti,ZenVXI,11.002099841204238,-0.5978370007556204,17.3,7.87,993.0,60.0
275,Maruti Swift VDI,Hyderabad,2018,31025.0,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.15,6,Maruti,SwiftVDI,10.342548610072807,1.9671123567059163,28.4,7.87,1248.0,74.0
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000.0,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,7.0,11,Mahindra,ScorpioVLX,11.56171562913966,1.9459101490553132,12.05,11.145,2179.0,120.0
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900.0,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,3.75,7,Tata,ZestQuadrajet,11.710956315469362,1.3217558399823195,22.95,8.34,1248.0,74.0
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695.0,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.5,7,Ford,EcoSport1.0,10.029899914890565,2.1400661634962708,18.88,11.2,999.0,123.24
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35,12,Maruti,SwiftDzire,11.198214720130528,1.4701758451005926,23.4,7.87,1248.0,74.0
280,Maruti Alto 800 LXI,Kochi,2016,32227.0,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.26,8,Maruti,Alto800,10.380559889496727,1.1817271953786161,22.74,7.87,796.0,47.3
281,Honda City 1.5 S MT,Jaipur,2011,55000.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21,13,Honda,City1.5,10.915088464214607,1.43746264769429,17.0,11.15,1497.0,118.0
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287.0,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,70.36,6,Audi,Q73.0,9.331406899955626,4.253624919869357,12.07,53.14,2967.0,241.4
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000.0,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95,15,Skoda,Laura1.9,10.778956289890028,1.0818051703517284,17.0,31.365000000000002,1896.0,105.0
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308.0,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.28,12,Hyundai,Verna1.6,10.902426824720171,1.4539530095937054,17.1,9.74,1591.0,121.3
285,Honda City 1.5 V AT,Jaipur,2009,78442.0,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.57,15,Honda,City1.5,11.270114777180543,1.2725655957915476,16.8,11.15,1497.0,118.0
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000.0,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3.11,11,Hyundai,i20Magna,10.736396675471232,1.1346227261911428,21.9,9.74,1396.0,88.8
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051.0,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.96,10,Hyundai,i20Sportz,10.71555046034839,1.7850704810772584,15.0,9.74,1396.0,98.6
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.7,13,Volkswagen,VentoDiesel,11.141861783579396,1.547562508716013,20.54,11.105,1598.0,103.6
289,Honda City i VTEC VX,Ahmedabad,2014,49000.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.9,10,Honda,Cityi,10.799575577092764,1.9315214116032138,17.4,11.15,1497.0,117.3
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000.0,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,5.25,6,Tata,ZestQuadrajet,10.714417768752456,1.6582280766035324,22.95,8.34,1248.0,74.0
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000.0,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,28.0,9,BMW,5Series,11.06663836234181,3.332204510175204,18.48,57.985,1995.0,177.0
292,Maruti Wagon R LXI Minor,Delhi,2009,60000.0,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,,1.35,15,Maruti,WagonR,11.002099841204238,0.30010459245033816,18.9,7.87,1061.0,67.0
293,Honda Jazz VX,Delhi,2015,62178.0,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.85 Lakh,4.85,9,Honda,JazzVX,11.037756518412273,1.5789787049493917,18.2,8.85,1199.0,88.7
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006.0,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,6.7,12,Volkswagen,Jetta2007-2011,10.968301732454014,1.9021075263969205,15.0,11.105,1896.0,105.0
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1,14,Hyundai,i10Magna,11.211820372186306,1.1314021114911006,20.36,9.74,1197.0,78.9
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771.0,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,18.64,9,Mercedes-Benz,NewC-Class,11.26152389003502,2.925309809257445,19.27,70.85,2143.0,170.0
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8,12,Hyundai,i10Magna,10.720510282751615,1.0296194171811581,20.36,9.74,1197.0,78.9
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4 Lakh,20.25,8,Toyota,InnovaCrysta,10.778956289890028,3.0081547935525483,13.68,25.4,2393.0,147.8
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,26.78,9,Audi,A62011-2015,10.362556616729083,3.2876553402630266,17.68,53.14,1968.0,174.33
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000.0,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26,14,Toyota,Innova2.5,11.59910316121128,2.1114245875328868,12.99,23.25,2494.0,100.6
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.89,9,Volkswagen,PoloPetrol,10.372803445345365,1.358409157630355,16.47,11.105,1198.0,73.9
302,Maruti Alto K10 LXI,Hyderabad,2011,70000.0,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1,13,Maruti,AltoK10,11.156250521031495,0.7419373447293773,20.92,7.87,998.0,67.1
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,16.67 Lakh,12.69,7,Honda,Cityi-VTEC,9.615805480084347,2.540814281726296,18.0,16.67,1497.0,117.3
304,Tata Indigo LX,Coimbatore,2013,59138.0,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,2.58,11,Tata,IndigoLX,10.987628974775781,0.9477893989335261,17.0,7.63,1405.0,70.0
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.77,10,Audi,A62011-2015,11.030460514973196,3.033509637888021,17.68,53.14,1968.0,174.33
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.26,9,Mercedes-Benz,GLAClass,10.778956289890028,3.0086484988205373,17.9,70.85,2143.0,136.0
307,Hyundai Santro Xing XL,Chennai,2006,58000.0,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,,1.5,18,Hyundai,SantroXing,10.968198289528557,0.4054651081081644,0.0,9.74,1086.0,82.0
308,Maruti Swift VDI BSIV,Kolkata,2011,60020.0,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,2.5,13,Maruti,SwiftVDI,11.002433118994357,0.9162907318741551,17.8,7.87,1248.0,74.0
309,Maruti Celerio VXI AT,Hyderabad,2014,77815.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,10,Maruti,CelerioVXI,11.26208949363911,1.4469189829363254,23.1,7.87,998.0,67.04
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,79.43 Lakh,57.0,7,Mercedes-Benz,GLE250d,10.275051108968611,4.04305126783455,17.9,79.43,2143.0,201.15
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000.0,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.0,7,Land Rover,RoverRange,10.691944912900398,3.784189633918261,12.7,71.85499999999999,2179.0,187.7
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65,13,Volkswagen,VentoDiesel,11.595666068509209,1.2947271675944,20.54,11.105,1598.0,103.6
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791.0,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.05,12,Maruti,Omni8,11.18151439899016,0.7178397931503168,14.0,7.87,796.0,35.0
314,Honda Brio 1.2 VX MT,Kochi,2012,91931.0,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.62 Lakh,3.13,12,Honda,Brio1.2,11.428793574640473,1.1410330045520618,18.5,6.62,1198.0,86.8
315,Tata Sumo Delux,Hyderabad,2000,158000.0,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,,1.5,24,Tata,SumoDelux,11.970350312009105,0.4054651081081644,14.07,7.63,2956.0,83.1
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183.0,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.85,12,Tata,IndicaVista,11.420623755178358,1.0473189942805592,18.0,7.63,1248.0,75.0
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000.0,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.65,12,Maruti,WagonR,11.082142548877775,0.9745596399981308,18.9,7.87,998.0,67.1
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6,9,Mahindra,XUV500W8,11.389943940555,2.3608540011180215,16.0,11.145,2179.0,140.0
319,Tata Indigo LS Dicor,Pune,2008,138000.0,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5.0,,1.25,16,Tata,IndigoLS,11.835008964139341,0.22314355131420976,17.1,7.63,1396.0,70.0
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000.0,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,8.25,6,Maruti,ErtigaPaseo,9.798127036878302,2.1102132003465894,16.02,7.87,1373.0,93.7
321,Honda Accord 2.4 A/T,Mumbai,2011,60000.0,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.45,13,Honda,Accord2.4,11.002099841204238,1.4929040961781488,11.7,11.15,2354.0,177.6
322,Maruti Swift Dzire VDi,Kolkata,2012,48000.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.7,12,Maruti,SwiftDzire,10.778956289890028,1.308332819650179,19.3,7.87,1248.0,73.9
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000.0,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.8,15,Ford,FiestaEXi,11.982929094215963,1.0296194171811581,17.8,11.2,1399.0,68.0
324,Honda City ZX GXi,Kolkata,2008,40000.0,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,1.8,16,Honda,CityZX,10.596634733096073,0.5877866649021191,17.7,11.15,1497.0,78.0
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.95,10,Audi,A62011-2015,10.849239994559902,3.08876713952118,17.68,53.14,1968.0,174.33
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000.0,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,,49.0,13,BMW,6Series,10.308952660644293,3.8918202981106265,9.52,57.985,2993.0,313.0
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430.0,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,1.04 Cr,62.67,7,Audi,Q745,11.486889450419387,4.137882864236584,14.75,53.14,2967.0,245.0
328,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496.0,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5.0,,1.4,16,Maruti,ZenEstilo,10.657165232836105,0.3364722366212129,36.82,7.87,998.0,67.1
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000.0,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5,12,Hyundai,i201.4,11.326595886778735,1.7047480922384253,23.0,9.74,1396.0,90.0
330,Hyundai i10 Sportz AT,Bangalore,2009,37000.0,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.95,15,Hyundai,i10Sportz,10.51867319162636,1.0818051703517284,16.95,9.74,1197.0,78.9
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503.0,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86,8,Honda,Jazz1.2,10.25776462387486,1.925707441737794,19.0,11.15,1199.0,88.7
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.15,9,Maruti,SwiftVDI,11.244993730865884,1.8164520818184267,25.2,7.87,1248.0,74.0
333,Hyundai i20 Asta 1.2,Pune,2011,79152.0,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.3,13,Hyundai,i20Asta,11.27912533346749,1.1939224684724346,18.5,9.74,1197.0,82.85
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.55,13,Volkswagen,PoloPetrol,10.373491181781864,0.9360933591703348,16.47,11.105,1198.0,73.9
335,Maruti Alto LXi,Ahmedabad,2009,35000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5,15,Maruti,AltoLXi,10.46310334047155,0.4054651081081644,19.7,7.87,796.0,46.3
336,Toyota Corolla H4,Chennai,2004,105000.0,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.5,20,Toyota,CorollaH4,11.56171562913966,0.9162907318741551,11.3,23.25,1794.0,125.0
337,Maruti Alto LXi,Chennai,2006,56000.0,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.4,18,Maruti,AltoLXi,10.933106969717286,0.3364722366212129,19.7,7.87,796.0,46.3
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000.0,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.4,12,Tata,ManzaELAN,11.198214720130528,1.2237754316221157,21.12,7.63,1248.0,88.8
339,Maruti Alto LXi,Pune,2012,38000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.25,12,Maruti,AltoLXi,10.545341438708522,0.8109302162163288,19.7,7.87,796.0,46.3
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000.0,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,7.5,11,Skoda,OctaviaAmbition,13.560618308335483,2.0149030205422647,19.3,31.365000000000002,1968.0,141.0
341,Toyota Corolla H4,Kolkata,2008,80000.0,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2.8,16,Toyota,CorollaH4,11.289781913656018,1.0296194171811581,11.3,23.25,1794.0,125.0
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66,8,Hyundai,i20Asta,10.125550520230094,2.0360119837525,18.6,9.74,1197.0,81.83
343,Maruti Vitara Brezza LDi,Chennai,2016,45000.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,7.15,8,Maruti,VitaraBrezza,10.714417768752456,1.9671123567059163,24.3,9.12,1248.0,88.5
344,Honda City 1.5 V MT,Delhi,2010,87430.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5,14,Honda,City1.5,11.378593752174936,1.252762968495368,17.0,11.15,1497.0,118.0
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944.0,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5.0,,3.5,10,Tata,IndicaVista,11.80517708113638,1.252762968495368,18.0,7.63,1248.0,75.0
346,Honda Amaze S i-Dtech,Kolkata,2013,57000.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.45,11,Honda,AmazeS,10.950806546816688,1.2383742310432684,25.8,11.15,1498.0,98.6
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.55,8,Hyundai,EOND,10.236525326708707,1.2669476034873244,21.1,9.74,814.0,55.2
348,BMW 3 Series Luxury Line,Kochi,2015,30717.0,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,25.99,9,BMW,3Series,10.332571526242926,3.2577118486533987,21.76,58.67,1995.0,190.0
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000.0,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.25,12,Hyundai,Verna1.6,11.289781913656018,1.6582280766035324,22.32,9.74,1582.0,126.32
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304.0,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,2.9,11,Tata,ManzaClub,10.764350137500665,1.0647107369924282,21.02,7.63,1248.0,88.8
351,Skoda Octavia RS,Jaipur,2005,100000.0,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5.0,28.37 Lakh,2.05,19,Skoda,OctaviaRS,11.512925464970229,0.7178397931503168,14.45,28.37,1984.0,227.0
352,Maruti Alto K10 VXI,Pune,2017,30000.0,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.48 Lakh,3.75,7,Maruti,AltoK10,10.308952660644293,1.3217558399823195,24.07,4.48,998.0,67.1
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000.0,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.75,10,Ford,Ecosport1.5,11.127262984158243,1.9095425048844386,22.7,11.2,1498.0,89.84
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000.0,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,,0.95,13,Chevrolet,Spark1.0,9.95227771670556,-0.05129329438755058,18.0,9.74,995.0,62.0
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000.0,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5.0,72.64 Lakh,52.0,7,Jaguar,XF2.0,9.95227771670556,3.9512437185814275,19.33,72.64,1999.0,177.0
356,Honda CR-V RVi MT,Jaipur,2007,119000.0,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5.0,,3.91,17,Honda,CR-VRVi,11.686878772093667,1.3635373739972745,13.1,11.15,1997.0,141.1
